,control_1,control_2,control_3,uvc_1,uvc_2,uvc_3
AT3G09870,0,0,21,16,2,25
AT3G09880,135,349,249,435,99,165
AT3G09890,39,118,54,87,70,34
AT3G09900,282,301,57,4,62,85
AT3G09910,0,2,0,0,0,0
AT3G09920,341,280,137,434,331,462
AT3G09922,0,1,6,11,5,0
AT3G09925,0,0,0,2,0,0
AT3G09930,0,1,5,0,0,1
AT3G09940,1,0,0,147,73,97
AT3G09950,0,0,0,0,3,0
AT3G09960,0,0,0,0,0,37
AT3G09970,103,193,104,243,123,18
AT3G09980,950,1049,832,253,78,182
AT3G09990,1,0,0,0,0,0
AT3G10000,3,0,0,1,0,2
AT3G10010,337,473,205,217,54,131
AT3G10020,384,426,153,809,217,191
AT3G10030,276,289,115,456,105,207
AT3G10040,58,46,10,44,2,0
AT3G10050,186,411,107,579,176,381
AT3G10060,343,608,208,332,36,223
AT3G10070,139,145,80,127,40,55
AT3G10080,464,717,413,559,246,171
AT3G10090,109,295,86,407,13,128
AT3G10110,0,30,25,178,44,32
AT3G10113,0,0,0,0,0,0
AT3G10116,0,1,0,0,0,0
AT3G10130,338,455,201,633,165,295
AT3G10120,220,251,114,92,83,94
AT3G10140,46,75,52,1,12,0
AT3G10150,2,1,0,6,0,0
AT3G10160,331,489,186,179,130,74
AT3G10185,5,0,0,0,0,0
AT3G10180,43,32,63,347,85,17
AT3G10190,5,70,0,9,3,4
AT3G10195,1,0,0,0,0,1
AT3G10200,115,104,0,0,36,35
AT3G10210,83,92,11,0,0,40
AT3G10220,39,232,83,8,16,47
AT3G10230,197,384,226,292,111,153
AT3G10240,0,0,0,1,0,0
AT3G10250,184,124,94,8,3,135
AT3G10260,231,202,138,834,319,504
AT3G10270,271,346,275,186,19,57
AT3G10280,0,0,0,0,0,0
AT3G10290,0,7,0,0,0,1
AT3G10300,113,114,77,1088,311,391
AT3G10310,23,39,18,253,121,27
AT3G10320,2,1,0,67,3,42
AT3G10330,94,119,65,386,25,42
AT3G10340,222,185,175,1172,683,476
AT3G10350,234,394,255,384,79,130
AT3G10360,412,422,283,993,90,143
AT3G10370,235,297,96,937,156,263
AT3G10380,859,1217,368,2437,269,405
AT3G10390,186,210,73,231,55,53
AT3G10405,130,278,231,224,97,97
AT3G10400,6,30,63,204,22,66
AT3G10410,1214,1301,675,3073,926,808
AT3G10420,208,368,164,336,36,141
AT3G10430,0,0,0,0,0,0
AT3G10439,0,15,0,0,0,0
AT3G10440,33,92,1,149,50,2
AT3G10450,1,32,0,1,3,0
AT3G10455,0,0,0,0,0,0
AT3G10460,0,0,0,0,0,0
AT3G10470,14,13,0,153,1,1
AT3G10480,215,341,189,861,352,169
AT3G10490,260,328,89,469,283,295
AT3G10500,100,49,54,1182,417,691
AT3G10510,0,1,0,1,0,0
AT3G10520,199,268,201,54,24,21
AT3G10525,197,256,119,73,9,32
AT3G10527,177,231,83,73,9,32
AT3G10530,138,227,64,1523,115,193
AT3G10540,209,155,6,245,116,199
AT3G10550,205,242,92,162,94,90
AT3G10560,0,1,0,0,0,39
AT3G10570,1,0,8,0,0,0
AT3G10572,27,106,45,95,0,2
AT3G10580,0,3,0,0,0,0
AT3G10585,0,0,0,0,0,0
AT3G10590,1,13,0,16,5,0
AT3G10595,0,1,0,0,0,0
AT3G10600,12,12,0,27,22,30
AT3G10605,0,0,0,380,19,27
AT3G10610,134,245,41,451,86,107
AT3G10620,86,178,69,283,207,36
AT3G10630,158,159,38,43,1,49
AT3G10640,141,289,67,1966,674,524
AT3G10650,538,672,262,2115,638,653
AT3G10660,1,14,2,36,0,0
AT3G10670,155,455,98,563,104,124
AT3G10680,168,192,225,436,104,159
AT3G10690,311,400,211,631,165,107
AT3G10700,77,199,31,99,2,16
AT3G10710,0,0,0,11,0,1
AT3G10720,41,60,101,738,127,145
AT3G10730,108,115,70,113,49,99
AT3G10740,1161,2225,794,3056,608,565
AT3G10750,1,1,36,118,0,2
AT3G10760,227,366,89,440,119,82
AT3G10770,240,540,259,623,146,118
AT3G10780,0,0,0,0,0,0
AT3G10790,0,0,0,0,0,0
AT3G10800,223,215,87,1621,252,284
AT3G10810,180,287,86,720,80,197
AT3G10815,0,1,6,227,94,52
AT3G10820,44,138,85,128,38,84
AT3G10840,73,189,21,0,40,47
AT3G10845,1,11,0,0,0,0
AT3G10850,649,701,350,435,173,376
AT3G10860,592,760,380,1675,537,498
AT3G10870,182,430,133,440,100,38
AT3G10880,35,52,39,0,32,13
AT3G10890,0,0,0,0,0,0
AT3G10900,0,0,16,2,0,0
AT3G10910,0,6,0,17,0,0
AT3G10915,190,154,118,560,308,152
AT3G10920,922,1165,479,4081,1208,1246
AT3G10930,1,0,0,2029,323,317
AT3G10940,147,132,8,555,268,195
AT3G10950,0,0,0,0,0,2
AT3G10960,59,25,59,465,26,22
AT3G10970,409,741,258,726,125,128
AT3G10974,0,0,0,0,0,0
AT3G10980,209,220,90,1239,357,355
AT3G10985,366,407,318,2004,418,784
AT3G10986,0,0,0,6,59,21
AT3G10990,0,0,0,0,0,0
AT3G11000,1,2,2,6,0,0
AT3G11010,25,76,44,471,94,393
AT3G11020,90,111,8,1162,424,416
AT3G11030,195,108,15,645,197,246
AT3G11040,70,52,2,111,54,24
AT3G11050,5,0,0,2,0,0
AT3G11060,0,0,0,1,0,0
AT3G11070,178,230,85,133,14,67
AT3G11080,14,14,3,216,80,74
AT3G11090,32,125,27,1,2,253
AT3G11100,257,178,128,184,37,44
AT3G11110,47,37,22,0,0,0
AT3G11120,210,408,189,902,137,259
AT3G11130,3466,3968,1794,6439,2925,3209
AT3G11150,26,12,0,0,0,0
AT3G11160,31,1,0,0,2,0
AT3G11165,13,0,0,0,0,0
AT3G11170,1378,1733,910,3952,927,1584
AT3G11180,0,0,0,0,0,0
AT3G11200,410,393,232,960,240,245
AT3G11210,0,1,2,1,0,0
AT3G11220,60,67,23,497,103,21
AT3G11230,151,198,94,461,90,265
AT3G11240,39,104,41,15,47,35
AT3G11250,167,430,198,1180,166,159
AT3G11260,0,0,0,0,0,0
AT3G11270,111,181,42,143,49,48
AT3G11280,1510,1275,868,1770,157,338
AT3G11290,94,162,109,51,0,0
AT3G11300,0,0,0,0,0,0
AT3G11310,0,0,0,0,0,0
AT3G11320,185,196,86,1173,182,150
AT3G11325,0,0,0,0,0,0
AT3G11330,416,376,132,529,151,343
AT3G11340,16,14,26,176,154,997
AT3G11350,4,0,0,0,0,1
AT3G11370,0,0,0,1,0,0
AT3G11380,0,0,0,0,0,0
AT3G11385,0,1,1,0,0,0
AT3G11390,0,1,0,0,0,0
AT3G11402,0,0,0,0,0,135
AT3G11397,203,149,87,170,8,66
AT3G11400,305,583,253,1060,357,395
AT3G11405,0,0,0,0,0,0
AT3G11410,710,613,276,504,212,283
AT3G11420,122,113,93,758,168,104
AT3G11430,0,0,0,1,6,0
AT3G11440,79,101,47,45,1,54
AT3G11450,660,854,343,1519,365,596
AT3G11460,37,31,7,147,0,7
AT3G11470,16,37,26,1,0,0
AT3G11480,0,0,0,0,0,0
AT3G11490,253,300,144,1089,97,63
AT3G11500,230,268,140,108,82,167
AT3G11510,909,1341,347,1886,573,481
AT3G11520,53,84,6,0,0,0
AT3G11530,208,164,116,486,57,123
AT3G11540,384,390,118,374,192,253
AT3G11550,0,1,0,0,0,0
AT3G11560,854,1351,661,1806,335,458
AT3G11570,244,218,168,413,155,202
AT3G11580,48,67,31,12,0,15
AT3G11590,526,611,216,357,108,184
AT3G11591,26,62,3,11,2,6
AT3G11600,37,7,15,177,59,21
AT3G11620,180,461,68,159,52,48
AT3G11630,2575,4170,1695,4568,1015,948
AT3G11640,4,17,34,0,0,0
AT3G11650,112,193,56,48,47,36
AT3G11660,209,221,192,92,51,65
AT3G11670,149,223,76,439,63,86
AT3G11680,2,6,0,0,0,0
AT3G11690,48,135,51,166,34,183
AT3G11700,545,810,316,1041,354,309
AT3G11710,676,948,360,3155,792,909
AT3G11720,13,24,3,113,33,40
AT3G11730,285,315,55,569,93,221
AT3G11740,0,0,0,0,2,0
AT3G11745,1,19,2,0,32,11
AT3G11750,65,108,50,0,0,0
AT3G11760,450,523,178,980,278,133
AT3G11770,101,180,96,253,31,36
AT3G11773,37,19,3,0,0,18
AT3G11780,202,316,80,296,53,117
AT3G11800,166,296,116,290,168,150
AT3G11810,243,240,119,483,239,221
AT3G11820,40,173,65,6145,1663,1956
AT3G11825,0,0,0,0,0,0
AT3G11830,1001,1194,489,1924,644,1036
AT3G11840,41,79,20,826,518,337
AT3G11850,29,63,11,497,198,131
AT3G11860,0,0,0,0,0,14
AT3G11870,7,2,0,1,0,0
AT3G11880,185,336,93,916,150,252
AT3G11890,135,131,45,195,32,35
AT3G11900,104,19,35,533,110,48
AT3G11910,1004,1590,651,2063,411,828
AT3G11920,0,9,3,0,0,1
AT3G11930,12608,9465,6447,9403,1774,2248
AT3G11940,1008,1505,619,1435,759,464
AT3G11945,285,356,160,170,191,331
AT3G11950,61,115,17,107,31,74
AT3G11960,516,541,220,576,187,520
AT3G11964,511,861,237,1360,386,334
AT3G11980,0,0,1,0,0,0
AT3G11990,0,0,0,0,0,0
AT3G12000,0,0,17,0,1,0
AT3G12010,301,575,147,329,113,87
AT3G12020,591,737,406,1085,111,180
AT3G12030,121,135,60,919,11,79
AT3G12040,0,1,13,275,75,252
AT3G12050,479,414,297,522,342,217
AT3G12060,58,16,8,1,0,2
AT3G12070,42,15,9,28,0,9
AT3G12080,406,846,273,871,131,93
AT3G12090,323,177,235,27,0,86
AT3G12100,144,106,103,422,21,119
AT3G12110,242,227,123,142,1,15
AT3G12120,3145,3867,1925,7174,1706,2064
AT3G12130,192,240,64,301,76,159
AT3G12140,176,252,104,1068,404,149
AT3G12145,175,228,120,769,323,232
AT3G12150,143,168,218,280,18,69
AT3G12160,1,0,0,0,0,0
AT3G12170,7,70,1,3,0,11
AT3G12180,90,68,1,25,90,46
AT3G12190,0,0,0,1,0,0
AT3G12200,100,283,69,1106,162,202
AT3G12203,0,1,2,0,0,0
AT3G12210,77,78,104,24,0,10
AT3G12220,30,36,0,0,0,0
AT3G12230,0,1,0,0,0,0
AT3G12240,0,0,0,0,0,0
AT3G12250,96,110,46,137,8,15
AT3G12260,382,700,251,614,318,213
AT3G12270,96,156,21,838,264,173
AT3G12280,173,464,150,737,268,309
AT3G12290,407,714,250,951,194,247
AT3G12300,65,85,12,65,92,98
AT3G12320,0,3,5,8,0,8
AT3G12340,53,55,5,298,28,76
AT3G12345,450,700,307,211,63,90
AT3G12350,133,122,72,189,126,72
AT3G12360,410,463,106,1107,297,542
AT3G12370,98,95,90,199,0,65
AT3G12380,196,180,111,148,14,110
AT3G12390,761,835,347,862,369,455
AT3G12400,178,245,222,778,122,405
AT3G12410,0,1,0,0,2,0
AT3G12420,0,0,0,0,0,0
AT3G12430,0,0,1,0,0,0
AT3G12440,0,2,0,0,0,0
AT3G12460,0,0,0,0,0,0
AT3G12470,0,0,0,0,0,0
AT3G12480,205,237,167,676,57,173
AT3G12490,331,632,292,1427,499,316
AT3G12500,10,10,10,379,12,1
AT3G12510,0,35,0,177,8,13
AT3G12520,98,259,30,89,17,27
AT3G12530,6,97,21,198,30,14
AT3G12540,0,1,0,2,0,0
AT3G12545,0,10,14,0,0,0
AT3G12550,116,168,97,128,60,131
AT3G12560,339,341,113,186,34,70
AT3G12570,188,198,87,641,228,207
AT3G12580,12,41,21,1409,481,206
AT3G12587,96,86,42,92,2,11
AT3G12590,320,406,161,607,287,244
AT3G12600,184,151,64,647,79,268
AT3G12610,50,109,19,0,66,27
AT3G12620,156,273,51,1424,327,189
AT3G12630,573,921,440,1853,700,619
AT3G12640,279,355,151,618,275,116
AT3G12650,170,137,7,134,124,134
AT3G12670,208,399,141,775,118,179
AT3G12660,0,1,0,0,0,0
AT3G12680,123,239,68,329,65,115
AT3G12685,30,42,6,1,0,7
AT3G12690,48,49,1,16,1,25
AT3G12700,22,39,2,110,34,10
AT3G12710,192,497,76,539,67,38
AT3G12720,0,0,0,0,0,0
AT3G12730,282,223,109,113,71,75
AT3G12740,319,403,228,3260,1043,1323
AT3G12750,168,218,36,390,77,92
AT3G12760,406,637,87,1451,177,518
AT3G12770,39,73,44,113,0,17
AT3G12775,0,1,0,0,0,0
AT3G12780,7415,11394,4342,14253,3139,3519
AT3G12800,407,517,311,1361,179,223
AT3G12810,461,493,218,802,174,394
AT3G12820,44,56,29,303,17,25
AT3G12830,25,105,52,69,71,34
AT3G12833,0,14,0,0,0,30
AT3G12835,0,0,0,0,0,6
AT3G12840,0,0,0,0,0,0
AT3G12850,0,0,1,0,0,0
AT3G12860,65,39,1,249,2,28
AT3G12870,21,90,32,0,1,0
AT3G12880,0,0,0,0,0,0
AT3G12890,0,0,0,0,0,0
AT3G12900,1,0,0,0,0,15
AT3G12910,0,0,0,0,18,50
AT3G12915,112,67,69,50,48,36
AT3G12920,403,296,191,260,85,71
AT3G12930,195,577,111,307,61,50
AT3G12940,122,168,87,558,50,56
AT3G12950,282,269,160,264,126,106
AT3G12955,0,18,7,9,0,0
AT3G12960,0,0,0,0,0,0
AT3G12970,0,11,0,0,0,0
AT3G12977,0,0,0,1,0,1
AT3G12980,454,646,346,981,426,335
AT3G12990,33,77,36,6,3,34
AT3G13000,75,218,31,458,137,128
AT3G13010,0,0,0,1,0,12
AT3G13020,25,0,3,0,0,19
AT3G13030,104,183,105,448,84,89
AT3G13040,221,340,137,730,120,81
AT3G13050,141,136,28,394,158,288
AT3G13060,324,541,283,1025,141,273
AT3G13062,70,374,78,250,2,128
AT3G13065,15,20,30,219,3,6
AT3G13070,496,571,239,903,321,426
AT3G13075,19,77,13,35,0,7
AT3G13080,917,1040,746,44409,11018,12802
AT3G13090,1,13,1,847,382,181
AT3G13100,42,44,26,3147,995,889
AT3G13110,245,284,141,4665,1351,1108
AT3G13120,1236,1883,765,1520,509,542
AT3G13130,0,18,4,0,0,0
AT3G13140,0,0,1,0,0,0
AT3G13150,37,76,76,385,76,80
AT3G13160,71,134,115,157,78,18
AT3G13170,1,2,0,0,0,0
AT3G13175,2,34,0,0,0,0
AT3G13180,208,273,106,9,1,58
AT3G13190,204,42,24,62,17,15
AT3G13200,569,651,418,1767,459,465
AT3G13210,0,7,0,214,20,5
AT3G13220,0,0,0,0,0,0
AT3G13222,297,333,207,281,259,229
AT3G13224,189,117,75,182,134,96
AT3G13227,1,0,0,0,0,0
AT3G13225,273,298,100,1459,294,169
AT3G13226,78,119,15,47,75,85
AT3G13228,0,0,0,0,0,20
AT3G13229,0,0,0,0,0,0
AT3G13230,96,143,27,235,226,149
AT3G13235,257,419,58,586,338,500
AT3G13240,51,54,1,13,2,8
AT3G13275,157,88,98,748,100,75
AT3G13276,0,8,0,26,0,0
AT3G13280,0,0,0,0,0,0
AT3G13290,419,431,205,240,243,169
AT3G13300,970,916,604,1184,462,801
AT3G13310,80,107,62,47,142,257
AT3G13320,132,218,99,293,237,135
AT3G13330,475,644,357,2409,605,1115
AT3G13340,457,364,184,1078,198,354
AT3G13350,143,169,131,133,11,139
AT3G13360,390,463,273,364,79,78
AT3G13370,0,0,0,0,0,0
AT3G13380,193,310,181,3817,798,834
AT3G13390,0,1,1,0,0,0
AT3G13400,0,8,0,0,1,0
AT3G13404,25,90,9,0,0,16
AT3G13403,23,40,6,0,0,0
AT3G13410,947,1115,394,1140,515,531
AT3G13420,4,40,9,11,30,5
AT3G13430,136,97,69,371,173,141
AT3G13432,0,0,0,0,0,10
AT3G13433,0,0,1,75,0,0
AT3G13435,0,0,0,0,0,3
AT3G13437,0,3,0,0,0,3
AT3G13440,217,269,88,191,150,121
AT3G13445,98,181,43,559,79,124
AT3G13450,232,294,86,338,103,201
AT3G13460,2512,3168,1590,7955,2162,2183
AT3G13470,1090,1553,442,316,177,299
AT3G13480,312,297,130,98,14,122
AT3G13490,308,376,77,354,87,130
AT3G13500,0,0,0,0,0,8
AT3G13510,553,482,342,326,254,95
AT3G13520,574,616,190,807,147,173
AT3G13530,217,467,199,866,184,191
AT3G13540,6,0,0,0,0,0
AT3G13550,86,146,104,57,50,103
AT3G13560,160,322,88,279,65,51
AT3G13570,300,288,135,227,122,153
AT3G13580,691,634,222,240,329,316
AT3G13590,110,36,12,7,7,53
AT3G13600,0,1,5,21,61,49
AT3G13610,5,22,9,624,138,213
AT3G13620,18,125,61,0,15,24
AT3G13630,0,0,0,0,0,0
AT3G13640,0,1,0,0,0,0
AT3G13650,0,4,3,212,63,2
AT3G13660,0,0,0,0,0,0
AT3G13662,0,0,0,0,0,0
AT3G13670,625,713,438,2354,407,530
AT3G13672,243,179,32,990,89,177
AT3G13674,39,12,4,0,0,0
AT3G13677,34,21,33,0,22,10
AT3G13680,0,0,0,0,1,4
AT3G13682,25,90,12,31,0,0
AT3G13690,136,282,185,189,71,40
AT3G13700,62,90,57,66,3,5
AT3G13710,62,90,57,66,3,5
AT3G13720,66,146,120,109,26,209
AT3G13730,180,220,143,303,44,73
AT3G13740,207,289,79,120,3,57
AT3G13750,5733,7585,2586,3563,767,1042
AT3G13760,0,1,1,2,0,0
AT3G13770,50,14,8,0,5,33
AT3G13772,246,453,79,560,164,35
AT3G13780,60,26,39,2,2,16
AT3G13782,33,45,0,14,17,28
AT3G13784,3,0,2,0,17,0
AT3G13790,0,75,2,81,8,284
AT3G13800,45,114,63,249,85,26
AT3G13810,100,60,18,63,16,95
AT3G13820,5,0,0,0,0,0
AT3G13830,0,0,0,0,0,0
AT3G13840,0,0,0,0,0,1
AT3G13845,89,94,49,10,42,76
AT3G13850,0,0,0,1,4,1
AT3G13857,114,193,135,401,244,186
AT3G13860,238,385,108,264,43,191
AT3G13870,987,1208,480,1942,526,701
AT3G13880,45,53,0,8,6,28
AT3G13882,129,239,62,335,6,109
AT3G13890,0,0,0,0,1,0
AT3G13898,0,0,0,0,0,0
AT3G13900,45,15,0,434,185,119
AT3G13910,2,57,37,773,213,354
AT3G13920,1897,2980,1074,6860,1854,2023
AT3G13930,704,1185,303,1244,470,405
AT3G13940,79,206,91,1128,460,329
AT3G13950,0,0,0,540,177,157
AT3G13960,0,0,0,10,0,0
AT3G13970,41,8,0,0,0,35
AT3G13980,15,41,7,11,1,1
AT3G13990,300,336,162,901,248,340
AT3G14000,38,91,40,66,17,38
AT3G14010,370,863,348,1284,398,400
AT3G14020,57,102,16,92,0,20
AT3G14030,0,0,0,2,0,0
AT3G14040,0,0,0,2,0,0
AT3G14050,189,209,90,4699,1560,1337
AT3G14060,0,0,0,0,8,3
AT3G14067,932,1457,549,2414,545,493
AT3G14070,81,46,20,96,22,77
AT3G14075,123,165,45,818,326,194
AT3G14080,68,163,20,240,91,11
AT3G14090,112,87,22,925,103,230
AT3G14100,528,806,309,924,451,460
AT3G14110,286,751,158,150,41,120
AT3G14120,241,316,164,158,19,136
AT3G14130,84,43,22,34,178,30
AT3G14140,0,15,40,2,0,0
AT3G14150,231,205,124,10,24,81
AT3G14160,27,35,1,52,0,9
AT3G14170,78,141,13,300,35,36
AT3G14172,397,732,242,1545,143,365
AT3G14180,149,192,32,648,114,174
AT3G14190,53,61,152,0,5,0
AT3G14200,23,45,1,347,232,25
AT3G14205,559,444,225,821,208,286
AT3G14210,1207,3626,609,1701,334,1075
AT3G14220,93,174,77,129,75,59
AT3G14225,0,1,0,105,2,25
AT3G14230,519,631,499,736,315,240
AT3G14240,492,867,138,436,245,198
AT3G14250,0,0,0,0,0,0
AT3G14260,0,0,0,0,0,0
AT3G14270,755,783,372,1761,645,470
AT3G14280,10,0,2,28,0,1
AT3G14290,244,327,130,849,292,173
AT3G14300,0,0,0,1,0,0
AT3G14310,2841,4079,1622,2496,820,675
AT3G14320,0,0,0,0,0,0
AT3G14330,156,233,66,361,49,43
AT3G14340,16,80,90,103,0,32
AT3G14350,490,900,450,822,161,211
AT3G14360,29,19,17,190,0,21
AT3G14362,0,0,0,0,0,0
AT3G14370,3,0,0,0,0,0
AT3G14380,0,0,1,6,0,25
AT3G14390,144,383,74,672,101,112
AT3G14395,0,0,0,0,0,10
AT3G14400,321,382,78,1489,288,378
AT3G14410,118,248,147,126,75,26
AT3G14415,1806,3688,1185,1564,407,796
AT3G14420,2590,5323,2066,2200,629,898
AT3G14430,56,176,30,247,36,32
AT3G14440,40,45,30,1182,166,233
AT3G14450,122,82,54,0,0,9
AT3G14452,0,0,29,0,0,0
AT3G14460,64,69,14,510,37,83
AT3G14463,0,5,0,208,12,0
AT3G14467,0,0,0,0,0,0
AT3G14470,11,65,29,92,15,50
AT3G14480,0,0,1,2,0,0
AT3G14490,0,1,0,9,0,0
AT3G14510,0,0,0,0,0,0
AT3G14520,0,0,0,0,0,0
AT3G14530,0,0,0,0,0,0
AT3G14540,0,5,0,0,0,0
AT3G14550,22,0,0,6,0,8
AT3G14560,29,54,3,61,2,23
AT3G14570,1165,1018,558,422,102,177
AT3G14580,17,62,16,3,0,28
AT3G14590,73,34,2,441,91,51
AT3G14595,59,138,24,15,10,55
AT3G14600,459,969,153,828,310,225
AT3G14610,25,39,9,183,97,181
AT3G14620,52,53,77,894,503,610
AT3G14630,0,0,0,0,0,0
AT3G14640,22,7,0,0,27,0
AT3G14650,685,923,278,516,41,475
AT3G14660,687,1040,479,1626,556,718
AT3G14670,0,0,0,0,0,0
AT3G14680,1,1,0,0,35,0
AT3G14690,562,391,287,470,295,163
AT3G14700,0,0,0,526,98,134
AT3G14710,0,0,0,122,88,14
AT3G14720,237,406,132,1329,171,291
AT3G14730,37,51,19,0,37,1
AT3G14740,23,42,47,166,56,18
AT3G14750,104,99,83,3,31,21
AT3G14760,0,9,0,0,0,0
AT3G14770,15,121,60,0,0,30
AT3G14780,17,56,0,4,26,8
AT3G14790,132,368,14,562,121,70
AT3G14810,16,132,3,36,1,41
AT3G14820,0,0,1,0,0,0
AT3G14830,206,159,74,310,223,270
AT3G14840,930,1348,443,3436,1255,1157
AT3G14850,10,8,31,182,0,0
AT3G14860,274,255,59,431,33,34
AT3G14870,117,184,99,343,15,36
AT3G14880,3,0,0,0,0,2
AT3G14890,59,186,17,249,54,72
AT3G14900,131,186,88,245,45,133
AT3G14910,66,88,44,123,1,17
AT3G14920,435,259,238,264,278,195
AT3G14930,822,951,560,603,324,355
AT3G14940,234,217,77,369,93,87
AT3G14950,0,2,0,1,0,0
AT3G14960,71,109,16,61,2,50
AT3G14970,0,0,0,0,0,0
AT3G14980,370,467,237,656,79,160
AT3G14981,39,14,1,29,0,76
AT3G14990,5248,5685,2104,16824,4464,4842
AT3G15000,713,756,189,3025,813,612
AT3G15010,532,553,299,2184,807,918
AT3G15020,156,292,140,456,147,91
AT3G15030,161,298,103,263,151,195
AT3G15040,62,79,78,1,0,59
AT3G15050,0,17,0,0,0,1
AT3G15060,103,75,34,293,121,93
AT3G15070,194,273,129,561,131,75
AT3G15080,24,37,32,1025,65,47
AT3G15090,196,153,44,0,3,105
AT3G15095,439,371,339,139,175,137
AT3G15110,92,367,110,305,24,43
AT3G15111,0,6,0,0,0,0
AT3G15115,24,0,30,341,0,79
AT3G15120,455,330,177,876,148,302
AT3G15130,31,45,15,123,7,10
AT3G15140,26,65,17,83,0,8
AT3G15150,1,19,14,0,1,0
AT3G15160,215,210,100,412,66,85
AT3G15170,0,0,0,0,0,0
AT3G15180,177,206,25,807,130,78
AT3G15190,889,1368,472,1081,332,729
AT3G15200,40,192,32,485,145,123
AT3G15210,95,112,18,1274,649,651
AT3G15220,261,392,113,163,82,77
AT3G15240,0,0,0,0,2,0
AT3G15250,0,4,1,0,0,4
AT3G15251,0,0,1,0,0,0
AT3G15260,52,177,110,654,207,201
AT3G15270,9,28,36,7,18,29
AT3G15280,4,0,0,1,0,8
AT3G15290,167,130,50,257,55,26
AT3G15300,59,20,31,5,30,1
AT3G15340,0,22,0,1,0,2
AT3G15350,78,181,68,320,17,49
AT3G15354,237,324,143,17,33,135
AT3G15359,0,0,0,0,0,0
AT3G15356,12,9,48,7489,2602,3000
AT3G15351,68,55,38,216,70,108
AT3G15358,36,46,15,81,19,27
AT3G15352,201,252,159,356,161,143
AT3G15353,20840,20227,14243,58287,11967,16681
AT3G15355,87,195,77,64,82,144
AT3G15357,42,12,3,126,1,5
AT3G15360,807,1848,552,1861,320,869
AT3G15370,0,4,0,1,0,2
AT3G15380,238,433,214,199,119,33
AT3G15390,99,74,24,107,27,32
AT3G15395,44,200,151,57,47,55
AT3G15400,22,55,49,139,60,44
AT3G15410,260,343,223,342,161,97
AT3G15420,32,15,1,0,20,9
AT3G15430,347,285,111,815,347,327
AT3G15440,0,2,2,0,0,0
AT3G15450,3260,4996,1687,1218,516,267
AT3G15460,64,133,27,467,143,35
AT3G15470,204,296,310,489,44,186
AT3G15480,325,317,168,212,71,70
AT3G15490,0,0,0,0,0,0
AT3G15500,0,1,0,338,70,230
AT3G15510,86,36,86,2,61,24
AT3G15518,1,73,6,677,199,225
AT3G15520,326,666,131,683,270,414
AT3G15530,251,319,110,530,224,198
AT3G15534,0,6,0,1,0,1
AT3G15540,81,158,69,18,49,76
AT3G15548,0,0,0,0,0,0
AT3G15550,61,131,110,32,42,65
AT3G15570,146,214,105,5,51,70
AT3G15580,124,228,16,269,99,218
AT3G15578,0,8,3,0,0,0
AT3G15590,217,267,56,723,142,457
AT3G15605,0,0,3,118,0,0
AT3G15604,0,0,0,0,0,0
AT3G15610,152,250,204,618,63,166
AT3G15620,190,190,66,144,11,2
AT3G15630,733,1880,581,947,414,213
AT3G15635,419,1180,483,554,186,186
AT3G15640,248,398,103,815,158,150
AT3G15650,47,25,8,0,0,10
AT3G15660,183,384,126,695,270,237
AT3G15670,0,0,0,0,0,6
AT3G15680,934,1311,384,168,146,72
AT3G15690,202,360,179,335,24,25
AT3G15700,0,0,4,0,0,0
AT3G15710,72,159,74,112,8,78
AT3G15720,118,100,3,1,0,0
AT3G15730,2501,2394,925,4455,1537,1435
AT3G15740,16,2,0,0,0,0
AT3G15750,21,28,25,320,0,1
AT3G15760,47,49,8,483,147,155
AT3G15770,96,200,104,889,171,243
AT3G15780,65,72,13,0,39,0
AT3G15790,73,152,182,335,111,287
AT3G15800,148,85,59,165,4,43
AT3G15810,251,274,109,30,36,30
AT3G15820,15,47,12,37,8,13
AT3G15830,0,0,0,0,0,2
AT3G15840,288,1071,319,673,123,294
AT3G15850,377,1015,295,615,29,349
AT3G15860,0,1,0,0,0,0
AT3G15870,17,22,2,2,8,4
AT3G15880,536,695,322,714,127,300
AT3G15890,51,147,80,1,0,87
AT3G15900,46,103,9,240,0,18
AT3G15909,0,0,0,0,0,0
AT3G15910,0,5,0,0,5,0
AT3G15920,141,300,113,584,32,84
AT3G15930,0,50,1,131,1,2
AT3G15940,105,150,158,257,41,55
AT3G15950,26,35,44,113,71,54
AT3G15960,0,4,0,0,15,1
AT3G15970,166,152,94,372,66,66
AT3G15980,540,836,391,1029,289,362
AT3G15990,0,11,1,161,127,81
AT3G16000,1144,1547,596,1728,288,678
AT3G16010,153,199,23,38,46,33
AT3G16020,22,8,25,1,0,23
AT3G16030,19,21,1,71,80,47
AT3G16040,0,0,0,0,0,0
AT3G16050,86,43,10,84,45,77
AT3G16060,328,631,339,195,26,162
AT3G16070,30,53,0,9,0,23
AT3G16080,269,482,38,576,198,213
AT3G16090,70,225,2,517,13,65
AT3G16100,77,142,68,372,2,32
AT3G16110,202,294,118,207,26,91
AT3G16117,0,0,0,0,0,0
AT3G16120,0,5,0,0,1,0
AT3G16130,982,1318,532,1782,178,644
AT3G16140,2061,3856,1526,4461,679,2071
AT3G16150,0,12,0,85,5,0
AT3G16160,31,0,1,0,1,0
AT3G16170,116,73,49,272,22,139
AT3G16175,19,74,25,1,0,18
AT3G16180,321,975,232,1088,336,76
AT3G16190,116,230,44,299,20,36
